Afghanistan	0.11764705882352941
Albania	0.13513513513513514
Algeria	0.2777777777777778
American Samoa	0.3333333333333333
Andorra	0.17272727272727273
Angola	0.14814814814814814
Anguilla	0.0
Antarctica	0.2647058823529412
Antigua and Barbuda	0.30434782608695654
Argentina	0.256198347107438
Armenia	0.2619047619047619
Aruba	0.21428571428571427
Australia	0.2800625488663018
Austria	0.2179234109751283
Azerbaijan	0.21212121212121213
Bahamas	0.52
Bahrain	0.3888888888888889
Bangladesh	0.24
Barbados	0.3125
Belarus	0.1918047079337402
Belgium	0.1776183644189383
Belize	0.25
Benin	0.5
Bermuda	0.2962962962962963
Bhutan	0.2
Bolivia	0.19696969696969696
Bosnia and Herzegovina	0.35443037974683544
Botswana	0.3157894736842105
Bouvet Island	0.25
Brazil	0.27842937276899543
British Indian Ocean Territory	0.23076923076923078
Brunei Darussalam	0.25
Bulgaria	0.3652830188679245
Burkina Faso	0.13636363636363635
Burundi	0.2222222222222222
Cambodia	0.32142857142857145
Cameroon	0.8
Canada	0.29362700377948653
Cape Verde	0.16666666666666666
Cayman Islands	0.4
Central African Republic	0.3333333333333333
Chad	0.25
Chile	0.29520153550863726
China	0.24632352941176472
Christmas Island	0.30864197530864196
Cocos (Keeling) Islands	0.5189873417721519
Colombia	0.25770142180094785
Comoros	0.0
Congo	0.1111111111111111
Congo, the Democratic Republic of the	0.2222222222222222
Cook Islands	0.25
Costa Rica	0.19
Cote D'Ivoire	0.25
Croatia	0.3402968664101155
Cuba	0.28846153846153844
Cyprus	0.38202247191011235
Czech Republic	0.19511111111111112
Denmark	0.21742957746478872
Djibouti	0.3333333333333333
Dominica	0.625
Dominican Republic	0.25
Ecuador	0.22598870056497175
Egypt	0.1568627450980392
El Salvador	0.23529411764705882
Equatorial Guinea	0.14285714285714285
Eritrea	0.3333333333333333
Estonia	0.3477859778597786
Ethiopia	0.09090909090909091
Falkland Islands (Malvinas)	0.16666666666666666
Faroe Islands	0.42857142857142855
Fiji	0.48148148148148145
Finland	0.2768281101614435
France	0.18431487736818916
French Guiana	0.25
French Polynesia	0.2777777777777778
French Southern Territories	0.22727272727272727
Gabon	0.5
Gambia	0.0
Georgia	0.3222748815165877
Germany	0.22745951172347112
Ghana	0.15789473684210525
Gibraltar	0.3333333333333333
Greece	0.2517857142857143
Greenland	0.14814814814814814
Grenada	0.3333333333333333
Guadeloupe	0.21739130434782608
Guam	0.5454545454545454
